tweet,bencana
kalau parasite itu filmnya dan menang oscar kirakira pak anies akan memperbaiki lingkungan kumuh dan banjir di jakarta enggak kan pemerintah korea langsung gercep memperhatikan masyarakatnya yang masih tinggal di basement gedung,lainnya
banjir sedengkul masbroo,banjir
gempa nya cukup kencang,gempa
tapi hujan deres takut longsor,longsor
unik di kota cirebon terjadi banjir tetapi upaya yang dilakukan pemerintah bpbd cuma datang ke lokasi mendata lahini bencana bro bukan sensus penduduk,lainnya
komplek siaga banjir,banjir
ada gempa kerasa banget sampai sini,gempa
gawat hujan ga berhenti jd longsor ni,longsor
anis gubernur paling hebat menurut gw banyak prestasi klo masalah banjir such santuy aja semua gubernur ngerasain banjir,lainnya
daerah gua baru banjir masa,banjir
lagi enak enak tidur ada yg goyangin ternyata gempa,gempa
tebing dekat jalan longsor,longsor
sungguh miris liat akibat longsor banjir bandang di lebak banten hanya tersisa beberapa rmh dan jabatan tinggal separuh bahagianya anak menyambut kami ingin foto bersama emak pepes bekasi kota perduli bencana,lainnya
shit bgt lah banjir masuk rumah,banjir
lg enakenak tidur gempa anjir,gempa
tempat ku longsor gmn tempatmu,longsor
jika modifikasi cuaca dianggap berhasil jangan nanti jadi kebiasaan sedikit modifikasi akibatnya proyek untuk menanggulangi banjir ibukota jadi tenggelam lagi shortcut model begini jelas nggak bermutu jangan melawan sunatullah,lainnya
didepan udah banjir aja cepet banget gak terasa,banjir
pantes ya pas aku lg sujud tbtb pusing ternyata lg gempa,gempa
terjebak longsor di batu gak bisa lewat sampe jalan diperbaiki petugas,longsor
tahun lalu kita mengalami musim kemarau panjang banyak warga masyarakat di daerah termasuk jabodetabek yg sumurnya kekeringan janganlah gara banjir hujan dicekik persediaan air tanah bisa defisit jangan melawan sunatullah,lainnya
gile bener ujan nya banjir dah nih rumah gua,banjir
katanya ada gempa alhamdulillah aku ga merasakan,gempa
ternyata ngeri menjadi saksi tanah longsor,longsor
mending tiap hari aku ke dapur umum aja dah bantuin korban banjir,lainnya
pondok bahar banjir juga,banjir
ternyata bener gempa,gempa
terpaksa terisolasi di desa karna longsor,longsor
banjir merupakan suatu bencana alam perlu ketanggapan dan kerja sama berbagai pihak dalam mengantisipasi banjir sebaiknya masyarakat mengetahui tempat pengungsian yang mudah dicapai dan aman dari bencana baik,lainnya
gara banjir ada sedkit masalah harus naik kereta comline dan turun di jatinegara baru naik kereta kerta jaya,banjir
barusan gempa beneran lg sholat kakinya geter lah kirain kaki aku yg sakit,gempa
tiati nnti ad longsor kabupaten,longsor
banyaknya masyarakat terdampak banjir di kota bekasi mendorong pt summarecon agung tbk melakukan kegiatan summarecon peduli pembagian bantuan paket sembako utk korban banjir di daerah kelurahan marga mulya paket kel harapan mulya pkt kel harapan baru pkt,lainnya
depan rumahku banjir dikit iki wes an,banjir
kaget woi gempa,gempa
tiba tiba longsor nih jalan,longsor
kemarin kami menyalurkan bbrp kebutuhan pokok sembako pakaian serta alat tulis untuk anakanak korban bencana banjir karena banjir menelan sebagian besar harta amp benda di rumah mereka banjir bekasi di kp lebak giant wisma asri bekasi kemarin memiliki kedalaman hampir m,lainnya
dan minggu sore gw balik ke rumah air masih setinggi ini di jalan depan rumah,banjir
astaga ini gempa kerasa banget beneran kaya digoyangin lantainya,gempa
tiba jalan itu longsor ges,longsor
akibat hujan jabodetabek selama hari berturutturut beberapa waktu lalu menyebabkan beberapa wilayah banjir tapi untuk donasi kali ini aku amp teman berniat menyalurkan untuk wilayah bekasi aja karena daerah domisili kami amp masih bisa di jangkau juga,lainnya
ya itukan karena depan rumah banjir jadi lama,banjir
yeah kebangun karena gempa,gempa
longsor mah udh biasa disini,longsor
banjir presiden pertama kali banjir masuk rumah era prsiden megawati cm zaman sby banjir masuk rumah cm sekarang kick off dgn hujan sekitar jam air tetap masuk rumah cm padahal lantai rumah sdh dinaikin di atas batas aman cm amdal,lainnya
otw banjir deh depan rumah gua ngegenang ujan gede gini,banjir
kerasa bgt gempa nya,gempa
jgn heran klo longsor dsini klo ga ada baru heran,longsor
apa krn pak ahok tegas wkt jd gubernur dia tau siapa yg mesti disalahkan akibat banjirdan cebongpun setuju tp knp cebong malah nuntut dan nyinyirin pak anies yg bertanggung jawab yaa,lainnya
depan rumah selutut om dari sya tinggal di molek bru kali ini banjir,banjir
tau gempa tapi tetep lanjutin solat karena udah rakaat terakhir wkwkkw abis salam langsung ngibrit adalah aku,gempa
butuh alat berat untuk membersihkan sisa longsor dsini,longsor
comment tolol dari gubernur ayat mayat bandara banjir bkn krn sampah tp hilirnya mampet gr sampah slh nya jokowi menyebut slh satu faktor penyebab banjir di jkt krn warga membuang sampah sembarangan tp gubernur anies baswedan punya pendapat berbeda,lainnya
iyaa arelll timaacii ini cuman banjir depan rumah kok,banjir
kaget bgt gempa,gempa
liburrr kantor gara longsor hahaha,longsor
mohon bantuan untuk evakuasi teman saya azizah rahma beserta sekitar pengungsi lain terjebak banjir lokasi kantor desa sukamekar akses menuju lokasi perahu karet ketinggian sekitar meter di jalan menuju lokasi mohon bantuan disebarkan juga ya teman,lainnya
gila nih hujan mana skrg rumah gampang banjir lagi,banjir
ku kira tadi gempa hanya perasaanku aja tapi ternyata bener berasa bgt aplg aku lg tiduran,gempa
toko kena ambrukan pohon yang tanahnya longsor,longsor
kalau anda menyalahkan seseorang seharusnya anda juga lihat janji ini jangan asal menyalahkan orang ini masalah yang harusnya kita benahi bersama,lainnya
asem lah rumah pake banjir,banjir
ku pikir ada yg bangunin ternyata gempa,gempa
tolong kejebak longsor nih,longsor
banjir kok nyalahin si ini nyalahin si itu kangen si ini kangen si itu kocak nih pada kalo udh tradisi ma udah masih kaget aja gw aja yg bukan orang jakarta mencoba b aja wkwkwkwwk,lainnya
sampe rumah basah semua banjir mau ngepel eh mati lampu makin deres pula sedih aku mana belom makan,banjir
baru aja ngerasain gempa tapi cuma sebentar bbrp detik doang,gempa
trjdi longsor di batu koneng,longsor
ketika banjir tiba rasa iba tak lagi jadi yang utama membenci pihak lain mengungkap berbagai kegagalan penguasa kita seolah lupa bahwa masalah lingkungan ialah tanggung jawab bersama,lainnya
area perkampungan jln bronggalan banjir masuk rumah,banjir
yaallah gempa kenceng bgt sampe kebangun stay safe semua,gempa
baru bgn eh longsor di dkat rumah,longsor
jakarta butuh bapak jakarta butuh bapak heh sini gue bisikin bukan jakarta doang yg banjir daerah lain juga kita semua cuman butuh otak at least gausah buang sampah sembarangan banjir itu penyebabnya kompleks bukan dr faktor doang ah buang energi jg ngetweet ky gini,lainnya
depan rumah banjir semata kaki ayam fix nongkinya besok aja,banjir
eh aku kerasa gempa banget,gempa
bete dah longsor mulu,longsor
udah jadi presiden banjir dan macet mah tetap,lainnya
teras depan rumah banjir,banjir
masih tremor gara gempa stay safe tmn,gempa
uih kampungku longsor,longsor
zaman dulu got besar ga ada kebanjiran sejak pembangunan rumah dan lain got besar di perkecil got jadi kecil dan ada juga got besar di tutupin jadi saluran air ga berjalan dan ga menampung air hujan terjadi banjir,lainnya
banjir nya udah masuk rumah gue takut ada kecoa,banjir
kenceng banget di jogja gempa nya,gempa
wah gawat longsor deket rumah gua nih,longsor
aku sudah sebagian melihat di jalanan kenapa banjir soalnya pembangunan menutupin got besar saluran air di bikin kecil got dan got besar di tutupin saluran ga berjalanharusnya got gede karey saluran air jalan ga ada menutupin got gede dan ga ada got gede di perkecil gotnya,lainnya
masih belum parah hanya sekedar air mulai masuk rumah,banjir
eh pantesan td lg tiduran kok goyang taunya beneran gempa,gempa
wah gawt longsor dket rmhku nih,longsor
nah ini colek pak bupati bekasi dan jajaran agar bisa dieksekusi segera mengingat sudah masuk musim hujan dan pastinya akan banjir dilokasi ini,lainnya
banjir ini parah hingga masuk rumah ingetku cuma bu risma kalo uda begini,banjir
kenceng bgt anjir gempa,gempa
wah jalan deket rumah gua longsor,longsor
tolong kalo ngeliat cewe diem agak merenung jangan pernah tanya kamu kenapa nangis banjir kalo ditanya gitu tuh,lainnya
dan seperti biasa rumahku banjir dan bocor,banjir
gempa kenceng banget sampe kebangun,gempa
apdet status dlu ah lg longsor di wilayah gw soale,longsor
warga jakarta yang sabar ya tunggu musim panasnya ganti musim hujan dulu baru nanti polusinya rendah pas musim hujan selama masih musim hujan kita akan masih menyaksikan seperti ini banjir begitu seterusnya sampe kampanye lagi pas kampanye pilih saya yg seiman,lainnya
petir banjir sendirian di rumah tinggal berserah diri aja lagi,banjir
gempa besar bgt sumpah gua sampe bangun,gempa
wkt ini kena longsor,longsor
jokowi mau dua periode katanya pas masih jadi gubernur klo jadi presiden masalah banjir dan macet akan lebih mudah diatasi,lainnya
depan rumahku banjir dikit,banjir
ngerasa gempa ga sih di bogor terasa cuy beberapa menit yang lalu,gempa
ya allah longsor lagi nih tmpt,longsor
gapapa banjir yang penting pemimpin kita muslim,lainnya
tolong untuk di pompa daerah gubeng masjid pacar keling tambak sari karna banjir air masuk rumah,banjir
pantes gue olahraga malah keleyengan taunya gempa stay safe semuanyaa,gempa
ya allah moga hujan reda biar gak terjadi bencana apalagi longsor,longsor
ada banjir promo di bca auto show berlangsung hanya hari mulai besok april pukul selesai di plaza summarecon bekasi siapsiap dimanjakan penawaran terbaik memiliki mobil impianmu jangan sampai menyesal melewatkan semua promo ini ya,lainnya
rumahku banjir,banjir
gempa kenceng skali,gempa
sushi nya longsor waktu di makan ke mulut,longsor
adakah kerusakan hutan terjadi yang mengakibatkan banjir bandang di distrik sentani papua,lainnya
mengingat hujan deras menit sebelum masuk kerja sekarang sedang berfikir keras lewat mana yang ga kena banjir ke kantor banjir semua bos,banjir
hah kirain kepala aku pusing ternyata beneran gempa,gempa
yaelah longsor lagi,longsor
banjir salah siapa salah manusia tidak menjaga alam,lainnya
komplek banjir tapi untung ga sampe masuk rumah udah deg deg banget huhuhu,banjir
ya allah jogja gempa subuhsubuh bikin degdegan gak berhenti,gempa
yaelah longsor maning,longsor
banjir akan teratasi apabila dilakukan dengan integrasi dan tidak memberi izin lingkngan yg serampangan tanpa site plan yg benar mengelola sda,lainnya
baru kmrin sore selesai bersihin rumah capeknya blm hilang eeeh pagi ini udah banjir lagi jdi hobby main banjiran,banjir
kukira diriku yang emang oleng ternyata gempa,gempa
yahh berastagi longsor lagi,longsor
bencana banjir juga terjadi karena sebagian perumahan dibangun di bekas rawa dan sempadan sungai sehingga yang awalnya merupakan tempat air berubah fungsi menjadi permukiman,lainnya
pagi om bangun tidur depan rumah udah banjir omo,banjir
bangun tidur kaget gempa nya berasa bgt anjer,gempa
yak longsor lagi,longsor
sebab problem rusaknya hutan dihulu atau berkurangnya tutupan lahan bukan cuma menyebabkan banjir saat musim penghujan tetapi menjadikan air kering saat musim kemarau titik nol,lainnya
grgr ujan lagi dpn rumahku banjir,banjir
gempa kenceng bangettt dan kerasa agak lama ya allahh,gempa
ah anjay ada longsor,longsor
sungai meluap lebih dikenal oleh masyarakat kita dengan banjir kiriman dari bogor kali cikeas kali cileungsi kali cakung amp kali sunter,lainnya
doakan aku cepat pulih ngga dong tapi kemang ya gitu jalanannya selalu banjir haha,banjir
pantesan kerasa bgt gempa nya orng di gunungkidul,gempa
belakangan ini longsor lg semarak yak,longsor
umumnya penyebab banjir di bekasi karena hal sungai meluap kali sunter cakung dan bekasi amp b drainase di perumahan yang kondisinya tidak terawat,lainnya
gang depan rumahku terselamatkan tapi tidak dengan gang depan masjid banjir setinggi,banjir
anjir jogja gempa gede gua baru tidur tb tb melek trs ngelag dlu bru sadar ada gempa,gempa
longsor selalu astaga tuhan tlg hamba,longsor
menghadapi musim hujan harus ada edukasi bencana soal banjir dan membuang sampah tidak ke sungai termasuk memelihara drainase di masing rumah,lainnya
belum seminggu surut udah banjir lagi depan rumah,banjir
kaget ada gempa stay safe semua,gempa
suara gemuruh kirain apa rupanya longsor,longsor
anda harus punya konsep yang jelas utk mengatasi banjir gubernur yg dulu konsepnya adalah normalisasi sungai anda apa konsepnya,lainnya
sedih melihatnya tahun ke tahun rumah tetap banjir,banjir
kirain tadi aku tremor ternyata beneran gempa,gempa
gw lari kebirit birit soalnya diblkg gw persis ad longsor,longsor
banyak info sebentar lg jakarta banjir yg paling dikhawatirkan bakal ada babak baru perang di sosmed,lainnya
air adalah sumber banjir dan banjir memasuki rumah ku tanpa permisi,banjir
dibangunin karna gempa bikin langsung senam jantung,gempa
longsor lagi men ini dunia udh kacau dah,longsor
kamis wali kota bekasi kunjungi bendung koja yang berbatasan langsung dengan kab bogor ini merupakan produk konsistensi dari pemerintah kota bekasi dalam mengurangi banjir jangka panjang,lainnya
jam segini pulang rapat sendirian mana hujan deres campur petir jalanan banjir pula,banjir
gempa ya allah barusan bgt msi kaget,gempa
tulung tulung ada longsor dkat kampung gw,longsor
gpp banjir asal gubernurnya seiman sama kaya bilang gpp pacar tukang selingkuh asal seiman,lainnya
setelah berminggu jadi rapunjel yg terkurung di rumah apung grgr banjir,banjir
yaallah ampe lemes gue gara gempa dibandung berasa bgt mana lg rebahan dilantai paling atas,gempa
longsor mengapa kau sungguh kejam melahap semua yg didpn mu,longsor
paling berdalih gw pilih ahok aja msh banjir kl bkn ahok bisa tenggelem nih jekardah pinter kan,lainnya
rumahku itu banjirnya cetek bgt tpi sekeluarga gamau keluar rumah beli makan jadi seharian cuma makan telor dan mie,banjir
gempa dari gunung kidul ternyata pantesan kenceng banget,gempa
cabut cabut ada longsor disini,longsor
sukses bikin ngakak dan banjir air mata,lainnya
rumah aku pun kena banjir pak di pebayuran bekasi terima kasih pak atas kunjungan nya ke desa kami,banjir
astagfirullah kenceng bgt gempa nya,gempa
astafirullah longsor lagi cuy heran,longsor
banjir rendam desa sumbersari puluhan warga dievakuasi,lainnya
banjir dan hujan menggangu suasana bekerja,banjir
wow gempa pas utbk alias baru kali ini rasain gempa,gempa
tebing yg biasa gw kunjungin longsor ges,longsor
jakarta tidak dilanda banjir lg terima kasih pak ahok kerja anda akan selalu dikenang oleh warga jakarta tetap semangat,lainnya
banjir rumah mobil sampe kerendem air,banjir
ni gempa gue santai aja diem kirain bentaran doang wkwk,gempa
longsor ya gaeess kayak kaga dah,longsor
bekasi gelontorkan rp miliar tangani banjir di pekayon info lengkap di,lainnya
banjir hampir bulan baru surut udah naik lagi airnya terus berangkat kerja tdi pagi msh dekat rumah tetangga eh balik kerja tinggal dua buah rumah halaman rumahku kebanjiran lagi,banjir
astaghfirullah tadi kerasa bgt gempa takut,gempa
emmg bener dah ni tanah mudah amat longsor,longsor
bantuan donasi banjir bandang garut dari rohis sman bekasi,lainnya
yaallah kulkasnya sampe rebahan saking kedinginan air banjirnya jar di rumah gue dipan gue yg ngambang,banjir
pantesan tadi lagi nugas tibatiba gempa dan kaget ternyata pusat gempanya di sukabumi,gempa
gw pontang panting lari ngindarin longsor gara hujan mulu,longsor
apa saja yang dilakukan pemprov dki untuk mencegah banjir,lainnya
